Date,Title,Outlet,Content
2024,Decarbonization Scenarios Assessment under Local Renewable Energy Communities: Ispaster Municipality,"International Conference on the European Energy Market, EEM","This work assesses future scenarios in the Municipality of Ispaster (Spain) for the development of the renewable energy community (REC) and foresee how the local resources and flexibility measures will support energy and decarbonization targets (2030). Three scenarios are explored with a progressive increase of renewables, electrification, and independence of national grid: Reference, Black-Out and Energy Island. The results show that DH expansion will integrate biomass boilers, biomass CHP and geothermal heat pumps where electricity prices is the main driver for the operation of the system. EVs leads future electricity demand. PV and batteries expansion will be necessary for blackout prevention. This expansion allows additional flexibility services to the grid being able to reduce 7% the dependence with national electric grid. CHP biomass can allow to become an energy island to the municipality covering electricity demand during the winter season and energy storages are fundamental for energy balance. © 2024 IEEE."
2023,Research on the Influencing Factors of Energy Carbon Emissions in Hainan Province,"11th International Symposium on Project Management, ISPM 2023","The research on the factors affecting energy carbon emissions in Hainan Province is conducive to exploring the path of low-carbon development in Hainan Province, and is also conducive to the realisation of China's “double carbon” strategic goal. Based on the relevant time series data of energy consumption in Hainan Province from 2005 to 2021, the energy carbon emissions of Hainan Province since 2005 are quantitatively measured by the carbon emission factor method. On this basis, the STIRPAT model system is used to test the influencing factors and extent of energy carbon emissions in Hainan Province. The results show that: (1) Hainan Province's total energy carbon emissions and per capita energy carbon emissions fluctuated from 2005 to 2021, and the intensity of energy carbon emissions has slowly decreased. Hainan Province still needs to promote the work related to carbon emission reduction in the future; (2) Population factors, structural factors, technical factors, and finance Rich factors and trade factors all have an impact on energy and carbon emissions in Hainan Province, and each influencing factor is ranked in order from large to small: carbon emission intensity > per capita GDP > per capita GDP square item > urbanisation rate > tertiary industry output value as a proportion of GDP > year-end resident population > foreign trade dependence > Energy structure. On this basis, the following suggestions are put forward: (1) strengthen low-carbon technological innovation and reduce carbon emission intensity; (2) build a clean energy system and accelerate the construction of clean energy islands; (3) improve the level of foreign trade and give full play to technological effects. © 11th International Symposium on Project Management, ISPM 2023. All rights reserved."
2023,An overview of the policies and models of integrated development for solar and wind power generation in China,Research in Cold and Arid Regions,"Under the goal of “Carbon Emission Peak and Carbon Neutralization”, the integrated development between various industries and renewable energy (photovoltaic, wind power) is of great significance in China. This paper summarizes the relevant policies, integration schemes and typical cases of the integrated development between renewable energy and other industries. First, the development status of wind and solar generation in China is introduced. Second, we summarize the relevant policies issued by the National Development and Reform Commission, National Energy Administration and other departments to promote the integrated development in photovoltaic and wind power generation in China. Third, eight kinds of photovoltaic three-dimensional development models are described, including “photovoltaic + agriculture, industry, environmental protection, transportation, architecture, communication, hydrogen and ecology”. Fourth, eight kinds of wind power three-dimensional development models are summarized, including “Offshore wind power + marine ranch, marine energy, marine tourism, marine oil and gas, hydrogen, communication, Energy Island” and “Onshore wind power + courtyard”. In the future, the promotion and application of the above integrated development projects will be accelerated. This overview aims to provide reference for the design in photovoltaic and wind energy systems and help potential investors to make decisions. © 2023 Northwest Institute of Eco-Environment and Resources, CAS"
2024,Features of multi-agent evaluation of microgrid systems efficiency in parallel operation with the power system according to the reliability criterion,Machinery and Energetics,"Ensuring reliable electricity supply to consumers in the face of destruction of critical energy infrastructure and shortage of generating capacities in Ukraine requires the development of distribution systems and their management systems. The purpose of the study was to substantiate the development of models for ensuring the optimal structure of electrical distribution networks under the conditions of connecting micro-networks according to the reliability criterion in conditions of limited investments. The paper uses a method for assessing the structural reliability of complex electrical systems with microgrid structures and forms a rational power distribution of such structures according to the criterion of optimising the reliability indicators of the studied electric power system. A mathematical optimisation model based on a computational system was proposed, designed to solve non-convex problems with minimising integral reliability indicators, considering financial constraints and the investment efficiency curve. Based on the research, the possibilities of optimisation using the BARON solver available on the NEOS server were examined. The results of the model’s performance are demonstrated using examples, considering the parameters of distribution system objects and their limitations on network components. An algorithm and programme for solving the problem of targeting power flows of microgrid structures in multi-node regional power systems are proposed. Algorithms and scenarios for the response of dispatching services are developed, provided that investments are limited, which will ensure the survivability of the power system as a whole. It is established that the development of rational electricity flows of microgrid structures will minimise the under-supply of electric energy by specific load nodes and determine their shares in covering the demand of the energy island in conditions of power shortage. The findings can be used in the operational management of power systems. © The Author(s)."
2023,PROBABILISTIC ECONOMIC ASSESSMENT OF AN OFFSHORE ENERGY HUB SUPPLYING ELECTRICAL POWER TO A FLOATING PRODUCTION STORAGE AND OFFLOADING UNIT,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,"This paper analyzes the viability of an offshore energy hub consisting of wind turbines, batteries, fuel cells and electrolyzers connected to, and powering, an oil producing floating production storage and offloading unit. We assess these components considering an oil production setup that strives for reduced CO2 emissions. The problem is addressed from a probabilistic perspective. First, we utilize a quasirandom Monte Carlo approach to generate multiple scenarios regarding the uncertainties of the problem. Then, we evaluate the estimated net present value and total CO2 emissions of the system. As a highlight, our method is capable of exploiting a larger variety of data and capturing more sources of uncertainties compared to the literature. Open-source wind data is used to simulate wind power generation. Wind speed is modeled via a kernel density estimator to benefit the most from the data. The obtained results indicate that the renewable energy technologies enable outcomes with significant reduction to CO2 emissions. However, at the current prices of these technologies, operating a low emitting field links to the loss of a significant share of the expected profits. Copyright © 2023 by ASME."
2023,"An assessment of electrolyser portfolio for offshore hydrogen production considering its key properties - Efficiency, ramp rate and capacity",Journal of Physics: Conference Series,"Wind-electrolyser systems that produce green hydrogen - including hydrogen-generating offshore energy hubs - have received a lot of attention. The electrolyser capacity in such systems can be arranged in different configurations by varying the location setup of the electrolysers. The setup influences not only the dynamic performance of electrolysers but also the system economics. This paper analyses the differences in the dynamic performance of electrolysers in a centralised and decentralised setup from a technical and economic perspective, when the target is to produce as much renewable hydrogen as possible using today's electrolyser technology. The economic effects of scaling for various wind turbines under different wind conditions are incorporated in the analysis. Differences in electrolyser efficiency, start-stop, ramping, operation range and scale are modelled, and the models are applied to a case study depicting an offshore energy hub. Using a representative wind profile of fluctuating conditions and considering identical electrolyser ramping and efficiency for the same turbine configuration, the analysis shows that the single electrolyser solution (centralised), where the electrolyser is sited at a substation, gives a better levelized cost of hydrogen than the alternative setup (decentralised) with multiple in-turbine electrolysers. © Published under licence by IOP Publishing Ltd."
2023,Power Routing Strategy for an Offshore-Onshore Bipolar VSC-HVDC Interconnector,"2023 IEEE Belgrade PowerTech, PowerTech 2023","Distantly-located offshore energy hubs need to be connected to the shore via High Voltage Direct Current (HVDC) links to allow for an efficient bulk power exchange. A bipolar configuration of the HVDC link is suitable for a point-to-point connection, as it provides redundancy, and, therefore, a larger reliability, e.g. half of the rated transfer capacity can still be transferred via one of the poles in case of a fault occurring on the other pole. Nevertheless, a control strategy of the converters that can effectively enable a situation-dependent power routing between the two poles constitutes a research challenge. In this paper, two control strategies are proposed for the offshore Modular Multi-level Converters (MMCs) of a bipolar HVDC link connecting a 2 GW offshore hub to the shore. The strategies, based on DC current and DC voltage measurements, respectively, enable to track and adjust the amount of power flowing through each pole of the link. Real-time digital simulations show that both strategies can effectively route the power exchanges through the bipolar HVDC link, e.g. operation under balanced or unbalanced conditions. The strategy based on DC current seems more suitable to manage the dynamic performance of the HVDC link. © 2023 IEEE."
2024,Assessing fluctuating wind to hydrogen production via long-term testing of solid oxide electrolysis stacks,Applied Energy,"The Danish government plans two energy islands to collect offshore wind power for power distribution and green fuel production. Wind power is often criticized for lacking stability, which challenges downstream fuel synthesis processes. Solid oxide electrolysis cells (SOEC) are promising for green hydrogen production on a commercial scale, but the impact of fluctuating power on SOEC remains uncertain. This paper explores the feasibility of a Wind-SOEC coupled system by conducting a 2104-h durability test with the state-of-the-art Topsoe TSP-1 stack. Three periods of steady operation and two periods of dynamic operation were conducted. Wind power fluctuation was simulated during the dynamic period, and two control strategies were used to handle it. The constant flow (CF) and constant conversion (CC) strategies maintain the feedstock flow rate and conversion ratio of steam-to‑hydrogen, respectively. Compared to steady operation, the stack shows no signs of additional degradation in dynamic operation. Thus, the TSP-1 stack has been proven robust and flexible enough to handle fluctuating wind power supplies under both operation strategies. Further, stack performance during dynamic periods was compared and analyzed by removing degradation effects. Accordingly, SOEC stacks with CC control will consume less external heat than CF to maintain a heat balance. Nevertheless, SOEC systems with CF and CC control strategies may have different efficiency or hydrogen production costs. Tech-economic analyses will be needed to investigate control strategies at the system level. © 2024 The Authors"
2024,Comparative Analysis of Grid-forming Controls Impact on Stability of Energy Islands,"2024 IEEE 10th International Power Electronics and Motion Control Conference, IPEMC 2024 ECCE Asia","Energy Island (EI) is proposed as a solution to increase the penetration of offshore wind energy. Being a fully converter-based system, new challenges arise regarding their stable operation. This paper investigates the effects of the two most common grid-forming (GFM) controls on the stability of such a system. To ensure the stable operation of the EI, a minimum required number of converters to operate in GFM control mode is determined. Simulations are performed in MATLAB/Simulink using a test system replicating an EI. The results show the stability of EI varies depending on the specific GFM control (whether a cascaded current control loop is used or not). © 2024 IEEE."
2024,Fault Handling Capabilities of Grid-Forming Wind Turbines in Offshore Wind Farms Connected with MMC HVDC System,IEEE Access,"Offshore wind power generation equipped with conventional grid following controls challenges the power system stability by reducing the inertia of the grid and weakening the AC offshore grid. To overcome this vulnerability a promising solution could be equipping the wind turbines with grid-forming (GFM) control schemes. Many methodologies have been presented in the literature for GFM inverters. In spite of this, their applications for WTGs have not been thoroughly explored. This paper presents the study of fault handling capability of wind turbines with several grid-forming control strategies. In this context, four different control schemes i.e. Visynch, P/f droop, Q/f droop and conventional grid following control are considered. The performance of these control strategies is assessed and compared during a three-phase symmetrical fault on the point of common coupling of an offshore wind farm. A case study which consists of two wind turbines connected to the main converter of an offshore substation equipped with grid-forming control is also considered. The results indicate that, during faults, each of the four control strategies (Visynch, P/f droop, Q/f droop, and Gfol) effectively limits the current and restores normal operation. A significant advantage of Q/F droop control is its reduced sensitivity to variations in system and fault parameters, adjustable frequency response, and independence from existing Phase-Locked Loops (PLLs). On the other hand, the P/f droop control provides greater voltage support during faults due to its voltage controllers. However, post-fault oscillations result from the stiff voltage controller. Visynch control, on the other hand, shows a lower margin of stability. The advantages and weaknesses of each control scheme is revealed using the simulation results.  © 2013 IEEE."
2023,Powering Europe’s Energy Transition: Financial Viability of a Full-Scale Meshed HVDC Grid and Hybrid Offshore Assets in the North Sea,IEEE PES Innovative Smart Grid Technologies Conference Europe,"An HVDC grid in the North Sea is crucial for Europe’s energy transition. High investment costs, lack of operational experience, and regulatory hurdles are the major roadblocks to its realization. This paper demonstrates the financial viability of a full-scale meshed HVDC grid in the North Sea, considering multiple market scenarios and incorporating Offshore Wind Power Plants (OWPP). A method based on the day-ahead market price is adopted to calculate the benefits of inter-zonal links. A stochastic optimization approach is used to determine the lowest-cost grid topology under consideration of different scenarios. Further, the benefits of a strategy considering both OWPP development and HVDC grid expansion in unison, forming so-called Hybrid Offshore Assets (HOAs), is investigated. A plausible test case in the North Sea is investigated for the financial viability of a demonstration grid in the region. It is optimized for different interconnectors and terminal converter capacities. It is found that the demo grid does not incur loss even for 5% interest rate on the capital while making a high profit for a lower interest rate. It is further demonstrated that a planning approach considering HOAs may significantly reduce the cost of developing offshore wind resources in the North Sea while increasing the interconnection of North Sea energy markets. © 2023 IEEE Computer Society. All rights reserved."
2023,Powering Europe with North Sea offshore wind: The impact of hydrogen investments on grid infrastructure and power prices,Energy,"Hydrogen will be a central cross-sectoral energy carrier in the decarbonization of the European energy system. This paper investigates how a large-scale deployment of green hydrogen production affects the investments in transmission and generation towards 2060, analyzes the North Sea area with the main offshore wind projects, and assesses the development of an offshore energy hub. Results indicate that the hydrogen deployment has a tremendous impact on the grid development in Europe and in the North Sea. Findings indicate that total power generation capacity increases around 50%. The offshore energy hub acts mainly as a power transmission asset, leads to a reduction in total generation capacity, and is central to unlock the offshore wind potential in the North Sea. The effect of hydrogen deployment on power prices is multifaceted. In regions where power prices have typically been lower than elsewhere in Europe, it is observed that hydrogen increases the power price considerably. However, as hydrogen flexibility relieves stress in high-demand periods for the grid, power prices decrease in average for some countries. This suggests that while the deployment of green hydrogen will lead to a significant increase in power demand, power prices will not necessarily experience a large increase. © 2022 The Author(s)"
2023,The Legal Framework for Artificial Energy Islands in the Northern Seas,International Journal of Marine and Coastal Law,"Belgium, Denmark and the Netherlands have announced their interest in constructing artificial 'energy islands' to enable the integration of large-scale offshore wind energy into the energy system. This raises several legal questions, such as how do these developments fit in the balance of interests required by the United Nations Convention on the Law of the Sea, what European Union law is applicable to artificial islands and how Belgium, Denmark and the Netherlands approach the construction of artificial islands. This article provides a comprehensive overview of the applicable legal framework and shows the variety of approaches and strategic choices States may have when developing energy islands. © 2023 Brill Nijhoff. All rights reserved."
2024,Spatial Optimization for Energy Island Location and Cable Routing Considering Offshore Zoning,Journal of Physics: Conference Series,"The energy hub concept presents a compelling opportunity to channel electricity from offshore wind farms to the grid, facilitating cross-border energy trading and conversion. However, one of the main challenges lies in the strategic identification of a suitable energy island location and the establishment of an interconnected cable routing path. Part of the complexity arises from the need to navigate offshore zoning regulations and accommodate various spatial uses within the offshore area. This paper exhibits a case study to explore the spatial optimization for a potential offshore energy hub in the North Sea. It aims at finding out an optimal spatial configuration of the offshore energy hub, such that the island location and the associated cable routing do not infringe upon keep-out zones while strategically positioning the hub closer to high-capacity wind farms. To achieve this goal, detailed geographical data incorporating offshore zoning information is leveraged for spatial optimization. The Dijkstra's algorithm is then applied to identify the optimal island location and cable routing path. The effectiveness of this spatial optimization methodology is demonstrated through a case study involving offshore wind farm sites in the North Sea. Given the real geographical data, simulation results underscore the efficacy of the Dijkstra's algorithm in determining the optimal energy hub layout. In particular, an optimal spatial design is achieved, based on cable lengths, asset capacities, offshore zoning and island/platform location for a potential offshore energy hub in the North Sea while ensuring compliance with keep-out zoning regulations. © Published under licence by IOP Publishing Ltd."
2023,Offshore Wind Integration in the North Sea: The Benefits of an Offshore Grid and Floating Wind,"International Conference on the European Energy Market, EEM","Wind energy has become increasingly important for meeting Europe's energy needs. While onshore wind expansion faces public acceptance problems, for offshore wind the European Commission has introduced ambitious goals to increase capacity from 15 GW to 300 GW in 2050. Incorporating more offshore wind electricity into the power grid may offer a more widely accepted way to satisfy Europe's energy demand. In particular, the North Sea region has large potential for offshore wind generation. However, to fully exploit the wind potential in the North Sea, the grid integration of offshore wind and floating wind turbines are vital, especially when onshore wind capacity and onshore grid expansion are constrained. For the grid integration, a meshed offshore grid can offer a viable alternative to the standard direct connection of offshore wind parks to the nearest point on land combined with point-to-point HVDC connections. In this paper we investigate the benefits of having a meshed offshore grid in the North Sea and considering floating wind besides fixed-bottom wind installations. In our analysis, we look at eight different scenarios, where onshore wind potentials and onshore line expansion are limited, to explore the effects of low public acceptance. Our results demonstrate that the presence of an offshore grid can reduce total system costs by up to 2.6 bnC/a. In the scenarios with an offshore meshed grid ∼8% more offshore wind capacities are built compared to the scenarios without a meshed grid. Furthermore, the analysis shows that if onshore wind potentials are restricted, floating wind turbines play a key role and compensate for lacking onshore wind capacities.  © 2023 IEEE."
2024,POWER COUPLING CHARACTERISTICS ANALYSIS OF GRID-FORMING INVERTER CONNECTED WITH DIODE RECTIFIER-BASED HVDC SYSTEM,IET Conference Proceedings,"The diode rectifier (DR) based high voltage direct current (DR-HVDC) system has great potential for application in offshore wind energy transmission due to its relatively low cost and high reliability. To support the AC-side voltage of DR and regulate the transmission power, the grid forming control is widely equipped in the grid-side inverter of the offshore wind turbine (WT). However, the uncontrollable commutation dynamics of the DR introduce huge coupling effects between the active and reactive power at DR-HVDC, thus worsening the power regulation dynamics of offshore grid-forming inverters (GFI). This paper first proposes a small-signal model of the DR-HVDC system to intuitively and analytically characterize its power coupling effect. By combining the derived small-signal model of decoupling P/V-Q/f power-controlled GFI, the power coupling characteristics of the GFI-DR-HVDC system are quantitatively studied based on the relative gain array (RGA) theory. It is revealed that the increase of the proportional coefficient in the active power controller and the droop coefficient in the reactive power controller can both reduce the power coupling degree, but increasing the active power controller integral coefficient makes the power coupling degree rise. The simulation results validate the theoretical analysis. © The Institution of Engineering & Technology 2024."
2023,Mechanism and Suppression Strategy of High-frequency Oscillation Caused by Integration of Islanded Renewable Energy Station into MMC-HVDC System; [孤 岛 新 能 源 场 站 接 入 柔 性 直 流 高 频 振 荡 机 理 及 抑 制 策 略],Dianli Xitong Zidonghua/Automation of Electric Power Systems,"The high-frequency oscillation of large-scale renewable energy islanded transmission system through the modular multilevel converter based high voltage direct current (MMC-HVDC) system is increasingly prominent in recent projects. In this paper, a mathematical impedance model of MMC with different frequency-coupling characteristics is developed with consideration of the inner dynamic process of the primary main circuit equipment, control link delay, sequence component separation link, inner and outer loop control links. The mathematical model is simplified to determine the high-frequency oscillation mechanism caused by the integration of islanded renewable energy station into the MMC-HVDC system, which is that the control link delay, inner loop current feedback and voltage feedforward link format the high-frequency negative damping of the MMC-HVDC system. The key factors affecting the high-frequency impedance characteristics of the MMC are obtained. Based on the key factors, the suppression schemes of high-frequency oscillation caused by the integration of islanded renewable energy station into MMC-HVDC system are also suggested. The corresponding solutions have been verified in the PSCAD model and the high-frequency oscillation problem in the engineering sites of Zhangbei and Rudong renewable energy transmission projects of China through the MMC-HVDC system has been solved. © 2023 Automation of Electric Power Systems Press. All rights reserved."
2023,Transient Stability Enhancement Strategy for Islanded Microgrids Based on Energy Storage–Virtual Synchronous Machine Control,Energies,"In a high percentage of new energy-islanded microgrids, the overall inertia of the system gradually decreases, and the transient stability requirements of the microgrid frequency and voltage become more and more demanding under low-inertia conditions. To improve the transient stability of low-inertia islanded microgrid frequencies and voltages, this paper proposes a transient stability enhancement strategy for islanded microgrids based on energy storage system (ESS)–virtual synchronous generator (VSG) control. Model predictive control (MPC) is added within the active control loop of the VSG to achieve dynamic correction of the active power reference value of the VSG; PI control link is added within the reactive control loop to achieve a fast dynamic response of the reactive power command value. The ESS achieves fast and accurate regulation of frequency and voltage according to the power reference value of the VSG active control loop and the power command value of the reactive control loop simultaneously. Considering the need to ensure the ability of VSG to operate stably during transients, a comprehensive current-limiting technique combining virtual impedance and phase limiting is used to limit the fault current of VSG and maintain its synchronization and stability. Finally, the simulation results verify the strategy’s effectiveness and the superiority of the transient stability enhancement effect. © 2023 by the authors."
2023,Meteorological hazard risk assessment of offshore wind power grids based on CVAR method,Procedia Computer Science,"Wind energy is a clean, renewable and green energy. Compared to land-based wind power, offshore wind power does not occupy land resources. Meanwhile offshore wind resources is much richer and its wind direction is more stable. Meteorological hazards have a major impact on offshore wind facilities. Typhoons, lightning, rainstorms and other meteorological hazards that occur during operation can not only cause fatal damage to offshore wind facilities, but often also trigger a chain reaction of marine hazards, making them more difficult to maintain. In this paper, we analyze the impact of various types of meteorological hazards on offshore wind facilities with examples and select the most important ones. A comprehensive risk assessment model CVAR for offshore wind projects is developed in combination with other types of risk elements to predict the damaging of offshore wind facilities so that managers can respond in a timely manner. In addition, A nonlinear stepwise regression (NLSR) approach is then used to forecast the meteorological elements in offshore grid facilities. © 2023 Elsevier B.V.. All rights reserved."
2024,Optimal Operation of a Multi-Energy Island Grid Integrated with a Hybrid LNG-Energy Storage System,"Proceedings - 2024 9th Asia Conference on Power and Electrical Engineering, ACPEE 2024","Integrated energy systems play a pivotal role in enhancing energy efficiency and attaining dual carbon goals. However, within the integrated energy system development realm, islands have garnered inadequate attention due to their unique geographical positioning. To improve the operational efficiency of an island power grid, the feasibility of connecting islands integrated with multi-energy systems using liquid natural gas (LNG) ships is explored. A novel multi-energy system model with LNG ships is proposed to minimize carbon emissions and enhance stability. Furthermore, the operation is optimized by the interior point method. To verify the proposed method, case studies are conducted on the natural conditions and load scenarios of Yancheng city in Jiangsu Province. The numerical results indicate that the economic costs and carbon emissions were significantly reduced in the LNG ship connected integrated energy system.  © 2024 IEEE."
2023,Modular Multiport Converter Based Offshore Grid Architecture for Integrating Renewables and HVDC Grid,PEDG 2023 - 2023 IEEE 14th International Symposium on Power Electronics for Distributed Generation Systems,"This paper proposes a novel offshore grid architecture that interconnects wind turbines, hybrid storage systems consisting of fuel cells, lithium-ion batteries, and an HVDC onshore grid to power subsea electrical loads. The proposed system utilizes Energy Router, which is based on modular structure of Multiport Active Bridge converters, eliminating the need for line frequency transformers and a common DC bus for energy sources. The paper highlights the advantages of the proposed architecture and presents power management control strategy to ensure reliable operation of the grid. © 2023 IEEE."
2024,Electrolysis as a flexibility resource on energy islands: The case of the North Sea,Energy Policy,"Energy islands are meant to facilitate offshore sector integration by combining offshore wind energy with power-to-x technologies and storage. In this study, we investigate the operation of electrolysers on energy islands, assess their potential contribution to flexibility provision, and analyse different market integration strategies of the islands. For this purpose, a two-stage stochastic optimisation model is developed to determine the cost-efficient dispatch for an integrated day-ahead and balancing electricity market. For the market integration of the energy island, we align our approach to the current debate and compare the case of a single offshore bidding zone to a case where the energy island is integrated into a home market zone. We find that electrolysers on energy islands will run at low capacity factors and provide flexibility in 29–36% of their run time. In addition, offshore electrolysers produce more hydrogen when they are allocated to an offshore bidding zone, and thus earn higher profits. We conclude that combining offshore wind with electrolysers on an energy island relies on additional economic incentives if their main role is envisioned to be the delivery of balancing flexibility. © 2023 The Author(s)"
2023,Towards a comprehensive understanding and assessment of Offshore Energy Hubs with a hydrogen focus: An evolutionary perspective,Journal of Physics: Conference Series,"Climate change has necessitated the reduction of CO2 emissions, particularly in hard-to-abate sectors. Offshore Energy Hubs (OEHs), powered by renewable sources, have been proposed as a potential solution for renewable build-out and cross-sectoral integration. This paper presents a comprehensive literature review examining the technical concept and assessment mechanisms of OEHs from multiple perspectives, including chronological, design, and assessment principles. The review reveals a shift in the technical concept and evaluation assessments, evolving from cost-driven to economically driven, with a trend towards harmonized assessments that incorporate both economic and societal values, such as environmental impact. The importance of societal assessments is emphasized, addressing a research gap, where further investigation is needed for a successful implementation of future large-scale OEH projects. The paper highlights the need to develop comprehensive and inclusive evaluation frameworks to ensure the sustainable implementation of OEHs for the ongoing energy transition. © Published under licence by IOP Publishing Ltd."
2024,"Risks, strategies, and benefits of offshore energy hubs: A literature-based survey",Renewable and Sustainable Energy Reviews,"Offshore Energy Hubs, also called Energy Islands, are intensively discussed to become a key element in the process of decarbonising the energy sector. The vision of implementing Offshore Energy Hubs in the context of exploiting offshore wind potentials in Northern Europe is led by industry and has quickly taken up a spot in the political discussion on national and European level. This research develops a survey scheme inspired by multi-criteria analysis to assess the main drivers in the development of Offshore Energy Hubs. We propose a definition, present the scheme, and conduct a survey based on the scheme for the case of the North Sea offshore energy infrastructure. Applying the suggested survey method to the context of the North Sea, we identify five trade-offs to be considered. The significance of the environmental benefits is strongly linked to the choice of materials and designs; changes to current assumptions may flip the system's benefits and turn the project into a series of sunk investments; coordinated and integrated planning is key to boosting the project's efficiency; offshore energy infrastructure presents a technological solution to energy system decarbonisation and needs to touch base with societal desires and behavioural solutions; and Offshore Energy Hubs are currently standalone solutions with no competitors, which makes their benefits impossible to compare. © 2024 The Authors"
2021,Safety and security impacts on integrated use of Li-On batteries in an energy island,"2021 IEEE PES/IAS PowerAfrica, PowerAfrica 2021","Batteries are central for Energy Islands as they provide a local energy storage by enabling reduction of the overall environmental footprint of energy consumption and helping to reach a CO2 neutral balance. The role of batteries in the E-LAND project is to locally store green energy, use energy efficiently, and to reduce peak loads with energy storage systems. However, to do this effectively installation and use of battery require considerations with respect to both safety and security. This paper elaborates on the project's safety and security challenges when the Li-on management system is integrated with other systems. © 2021 IEEE."
2022,State Space Modeling of an Offshore Wind Power Plant With an MMC-HVDC Connection for an Eigenvalue-Based Stability Analysis,IEEE Access,"Large offshore wind power plants (OWPPs) installed far from the coastline are emerging to benefit from the strong and steady wind resources available at these locations. The high-voltage direct-current (HVDC) transmission system based on the modular multilevel converter (MMC) is the most appropriate solution to transmit the produced energy to the onshore grid, in a way that a complex power-electronic-based electrical system is formed at the OWPP. Undesired interactions can occur between the MMC-based HVDC station, the several wind-turbine (WT) converters, and the passive elements of the offshore grid. To guarantee a safe and reliable operation of the OWPP, a small-signal analysis must be performed in advance to predict possible unstable situations and their root causes, in a way as to take corrective measures to avoid them. In this paper, a state-space model of an OWPP is developed adopting a recently proposed model in multiple dq frames of the MMC, which considers the internal dynamics of the converter. With the developed model, an eigenvalue-based stability assessment is carried out, where participation factors are calculated to identify the main contributors to the unstable modes that appear as a consequence of undesired low-frequency interactions at the offshore grid. As far as the authors know, an eigenvalue-based stability assessment of an OWPP with an MMC-HVDC connection is a topic rarely or never explored in the literature before since a detailed time-invariant state-space model of the MMC was not available until recently. Thus, the eigenvalue-based stability study is the main contribution of this paper. The developed model can easily be extended to more complex OWPPs with different configurations in future works. Another contribution of this paper is the proposal of an adaptation to the MMC's grid-following state-space model so that the converter's dynamics in grid-forming mode can be represented. Finally, various studies are presented to prove that the adopted MMC's approximated model is accurate enough for small-signal stability analyses. © 2013 IEEE."
2021,Information system for decision-making in the management of renewable energy sources in the microgrid system,CEUR Workshop Proceedings,"The researches of scenarios of dynamic energy management in local Microgrid networks, the mathematical instruments which a used for realization of algorithms are carried out. Various elements of the intelligent system of cost-effective scheduling of energy islands with a photovoltaic source, as well as the mechanisms of electricity price formation using different generation sources in Microgrid systems are analyzed. The analysis of the architecture of information systems and software in the management of renewable electricity systems are carried out as well. The algorithm and software interface of the decision-making information system for managing alternative energy sources are developed. The design of a database and software that calculates the efficient distribution of energy to the user, forecasts the efficiency of certain energy sources, building in real-time graphs is described. © 2021 Copyright for this paper by its authors."
2022,Distributed Generation Power Systems in Wastewater Management †,Energies,"The article concerns the energy security of a wastewater treatment process caused by unforeseen situations related to the risk of electrical power outages. In this case, renewable energy sources based on distributed generation power systems can solve this problem in each wastewater treatment plant. The article highlights e related challenges and proposes the direction of solutions in this regard based on Czech conditions. The first part of the paper deals with the consequences of long-term outage of wastewater treatment plants on the population and the environment. There are several solutions presented for blackout conditions, and model calculations are made based on data from a Czech wastewater treatment plant. Diesel engine-generators, biogas as a cogeneration source of heat and electricity, solar panels with storage systems and combined biogas and solar systems were considered as approaches to provide energy autonomy during a blackout in a wastewater treatment plant. Special attention was paid to a combination of CHP units with solar panels and batteries. The results were evaluated for three different locations for this combination. It was concluded that biogas combustion in the CHP unit was the most profitable option, allowing the production of electricity independently of the grid for its own consumption and possibly for other operations. The last part of the paper deals with the transition to island operation, which must occur during a blackout. This transition is more difficult for both solar panels and cogeneration units if they were to supply electricity to the grid before a blackout. The transition to energy island operation could be ensured by frequency relay and processor devices to control the circuit breaker. Then, to maintain island operation, it would be necessary to have an automatic load shedding/application system. © 2022 by the authors."
2022,Multi-terminal HVDC Grid Topology for large Scale Integration of Offshore Wind on the U.S Atlantic Coast,"2022 7th IEEE Workshop on the Electronic Grid, eGRID 2022","Amid rising concerns regarding dearth of fossil fuels and global climate change, different nations across the globe have set forth vigorous targets for renewable integration and corresponding power network development/upgradation. One of the most significant renewable resources is offshore wind (OSW) power that bears the capability to resolve the above discuss challenges, if developed properly. This paper is dedicated towards planned offshore grid development in the U.S. Atlantic Coast to integrate existing/future OSW wind power projects to the onshore grid. It proposes a modular multi-terminal HVDC (MTDC) network for large scale integration of OSW power. It addresses the associated challenges and provides a way forward for the realization of the planned offshore grid. This paper could provide an initial guideline for electric utilities, regulators, and government departments to accrue maximum benefit from the enormous OSW resource in the U.S.  © 2022 IEEE."
2022,OTEC and Advanced Deep Ocean Water Use for Kumejima: An Introduction,Oceans Conference Record (IEEE),"Interconnected Ocean Thermal Energy Conversion (OTEC) and deep ocean water (DOW) industries provide coastal and island communities the opportunity for economic, social, and environmental development. Combining existing experience in OTEC operation and DOW industries with a 100% renewable energy island outlook, the ""Kumejima Model""is an efficient use of local sustainable resources to meet community needs for energy, food, and water. This paper will share background and progress toward implementation in light of growing need for island-type renewable energy. © 2022 IEEE."
